code,description
02101190,"Jamboane, spete si bucati din acestea, nedezosate, de porcine (excl.domestice), sarate sau in saramura, uscate sau afumate"
02101211,"Piept (impanat) si bucati din acesta, de porcine domestice, sarate sau in saramura"
02101219,"Piept (impanat) si bucati din acesta, de porcine domestice, uscate sau afumate"
02101910,"Semicarcase de bacon sau trei sferturi anterior, de porcine domestice, sarata sau in saramura"
02101920,"Trei sferturi posterior sau mijloc, de porcine domestice, sarata sau in saramura"
02101930,"Parti anterioare si bucati din acestea, de porcine domestice, sarata sau in saramura"
02101940,"Spinari si bucati din acestea, de porcine domestice, sarata sau in saramura"
02101950,"Carne din specia porcine domestice, sarata sau in saramura [excl.jamboane, spete si bucati nedezosate, piept si bucati, semicarcase de bacon sau trei sferturi anterior, trei sferturi posterior sau mijloc, parti anterioare si bucati, spinari si bucati]"
02101960,"Parti anterioare si bucati din acestea, de porcine domestice, uscate sau afumate"
02101970,"Spinari si bucati din acestea, de porcine domestice, uscate sau afumate"
02101981,"Carne dezosata din specia porcine domestice, uscata sau afumata [excl.jamboane, spete si bucati din acestea nedezosate, piept (impanat) si bucati din acesta; parti anterioare, spinari si bucati din acestea]"
02101989,"Carne nedezosata din specia porcine domestice, uscata sau afumata [excl.jamboane, spete si bucati din acestea nedezosate, piept (impanat) si bucati din acesta; parti anterioare, spinari si bucati din acestea]"
02101990,"Carne din specia porcine (excl.domestice), sarata sau in saramura, uscata sau afumata [excl.jamboane, spete si bucati din acestea nedezosate; piept (impanat) si bucati din acesta]"
02102010,"Carne nedezosata din specia bovine, sarata sau in saramura, uscata sau afumata"
02102090,"Carne dezosata din specia bovine, sarata sau in saramura, uscata sau afumata"
02109100,"Carne si organe comestibile de primate, sarate sau in saramura, uscate sau afumate, inclusiv faina si pudra, comestibile, de carne sau de organe"
02109210,"Carne si organe comestibile de balene, delfini si delfini bruni (mamifere din ordinul Cetacee); de lamantini si dugongi (mamifere din ordinul Sirenia), sarate sau in saramura, uscate sau afumate inclusiv faina si pudra, comestibile, de carne sau de organ"
02109291,"Carne de foci, lei de mare si morse (mamifere din subordinul Pinnipedia), sarate sau in saramura, uscate sau afumate"
02109292,"Organe comestibile de foci, lei de mare si morse (mamifere din subordinul Pinnipedia), sarate sau in saramura, uscate sau afumate"
02109299,"Faina si pudra, comestibile, de carne sau de organe comestibile, de foci, lei de mare si morse (mamifere din subordinul Pinnipedia)"
02109300,"Carne si organe comestibile de reptile (inclusiv serpi si broaste testoase de mare), sarate sau in saramura, uscate sau afumate, inclusiv faina si pudra, comestibile, de carne sau de organe"
02109910,"Carne de cal, sarata, in saramura sau uscata"
02109921,"Carne nedezosata de ovine sau caprine, sarata sau in saramura, uscata sau afumata"
02109929,"Carne dezosata de ovine sau caprine, sarata sau in saramura, uscata sau afumata"
02109931,"Carne de ren, sarata sau in saramura, uscata sau afumata"
02109939,"Alta carne (excl. de porcine si bovine, cal, ovine sau caprine, ren, primate, balene, delfini si marsuini, lamantini si dugongi, foci, lei de mare si morse), sarata sau in saramura, uscata sau afumata"
02109941,"Ficat de porcine domestice, sarat sau in saramura, uscat sau afumat"
02109949,"Organe comestibile de porcine domestice (excl.ficat), sarate sau in saramura, uscate sau afumate"
02109951,"Muschiul gros si muschiul subtire al diafragmei, de bovine, sarate sau in saramura, uscate sau afumate"
02109959,"Organe comestibile de bovine (excl.muschiul gros si muschiul subtire al diafragmei), sarate sau in saramura, uscate sau afumate"
02109971,"Ficat gras de gasca sau de rata, sarat sau in saramura"
02109979,"Ficat de pasare (excl.ficat gras de gasca sau de rata), sarat sau in saramura, uscat sau afumat"
02109985,"Organe comestibile (excl. de porcine si bovine, primate, balene, delfini si marsuini, lamantini si dugongi, foci, lei de mare si morse), sarate sau in saramura, uscate sau afumate (excl.ficat de pasare)"
02109990,"Faina si pudra, comestibile, de carne sau de organe (excl. de porcine si bovine, primate, balene, delfini si marsuini, lamantini si dugongi, foci, lei de mare si morse)"
03011100,Pesti vii ornamentali de apa dulce
03011900,Pesti vii ornamentali (excl.cei de apa dulce)
03019110,Pastravi vii din specia Oncorhynchus apache sau Oncorhynchus chrysogaster
03019190,"Pastravi vii din speciile  Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae"
03019210,"Anghile vii (Anguilla spp.), cu lungimea < 12 cm"
03019230,"Anghile vii (Anguilla spp.), cu lungimea => 12 cm, dar < 20 cm"
03019290,"Anghile vii (Anguilla spp.), cu lungimea => 20 cm"
03019300,"Crapi vii (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
03019410,"Toni rosii de Atlantic (Thunnus thynnus), vii"
03019490,"Toni rosii de Pacific (Thunnus orientalis), vii"
03019500,"Toni rosii din sud (Thunnus maccoyii), vii"
03019911,"Somoni de Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou si Oncorhynchus rhodurus), somoni de Atlantic (Salmo salar) si lostrita (Hucho hucho), vii"
03019917,"Pesti vii de apa dulce (excl.pesti ornamentali, pastravi, anghile, crapi, ton rosu de Atlantic si ton rosu de Pacific, toni rosii din sud, somoni de Pacific,somoni de Atlantic si lostrita)"
03019985,"Pesti vii de apa sarata (excl.pastravi, anghile, crapi, ton rosu de Atlantic si ton rosu de Pacific, toni rosii din sud)"
03021110,"Pastravi din specia Oncorhynchus apache sau Oncorhynchus chrysogaster, proaspeti sau refrigerati"
03021120,"Pastravi din specia Oncorhynchus mykiss, cu cap si branhii, eviscerati, cantarind peste 1,2 kg fiecare sau fara cap si fara branhii, eviscerati, cantarind peste 1 kg fiecare, proaspeti sau refrigerati"
03021180,"Pastravi, proaspeti sau refrigerati (excl.din specia Oncorhynchus mykiss, cu cap si branhii, eviscerati, cantarind peste 1,2 kg fiecare sau fara cap si fara branhii, eviscerati, cantarind peste 1 kg fiecare)"
03025920,"Merlani (Merlangus merlangus), proaspeti sau refrigerati"
03025930,"Polac (Pollachius pollachius), proaspat sau refrigerat"
03021300,"Somoni de Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou si Oncorhynchus rhodurus), proaspeti sau refrigerati"
03021400,"Somon de Atlantic (Salmo salar) si lostrita (Hucho hucho), proaspeti sau refrigerati"
03021900,"Salmonide, proaspete sau refrigerate (excl.pastravi, somoni de Pacific, somon de Atlantic si lostrita)"
03022110,Halibut negru (Reinhardtius hippoglossoides) in stare proaspata sau refrigerata
03022130,"Halibut de Atlantic (Hippoglossus hippoglossus), proaspat sau refrigerat"
03022190,"Halibut de Pacific (Hippoglossus stenolepis), proaspat sau refrigerat"
03022200,"Cambula (Pleuronectes platessa), proaspata sau refrigerata"
03022300,"Calcan (Solea spp.), proaspat sau refrigerat"
03022400,"Calcani (Psetta maxima), proaspeti sau refrigerati"
03022910,"Calcani mici (Lepidorhombus spp.), proaspeti sau refrigerati"
03022980,"Pesti plati, proaspeti sau refrigerati [excl. Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), Cambula (Pleuronectes platessa), Calcan (Solea spp.), Calcani (Psetta maxima), Calcani mici (Lepidorhombus spp.)]"
03023110,"Toni albi sau germon (Thunnus alalunga), proaspeti sau refrigerati, destinati fabricarii industriale a preparatelor si conservelor din peste"
03023190,"Toni albi sau germon (Thunnus alalunga), proaspeti sau refrigerati, (excl. cei destinati fabricarii industriale a preparatelor si conservelor din peste)"
03023210,"Toni cu aripioare galbene (Thunnus albacares), proaspeti sau refrigerati, destinati fabricarii industriale a preparatelor si conservelor din peste"
03023290,"Toni cu aripioare galbene (Thunnus albacares), proaspeti sau refrigerati, (excl.destinati fabricarii industriale a preparatelor si conservelor din peste)"
03023310,"Pesti saritori sau bonite cu abdomenul vargat, proaspeti sau refrigerati, destinati fabricarii industriale a preparatelor si conservelor din peste"
03023390,"Pesti saritori sau bonite cu abdomenul vargat, proaspeti sau refrigerati, (excl.destinati fabricarii industriale a preparatelor si conservelor din peste)"
03023410,"Toni grasi (Thunnus obesus), proaspeti sau refrigerati, destinati fabricarii industriale a preparatelor si conservelor din peste"
03023490,"Toni grasi (Thunnus obesus), proaspeti sau refrigerati, (excl.destinati fabricarii industriale a preparatelor si conservelor din peste)"
03023511,"Toni rosii de Atlantic (Thunnus thynnus), proaspeti sau refrigerati, destinati fabricarii industriale a preparatelor si conservelor din peste"
03023519,"Toni rosii de Atlantic (Thunnus thynnus), proaspeti sau refrigerati, (excl.destinati fabricarii industriale a preparatelor si conservelor din peste)"
03023591,"Toni rosii de Pacific (Thunnus orientalis), proaspeti sau refrigerati, destinati fabricarii industriale a preparatelor si conservelor din peste"
03023599,"Toni rosii de Pacific (Thunnus orientalis), proaspeti sau refrigerati (excl.destinati fabricarii industriale a preparatelor si conservelor din peste)"
03023610,"Toni rosii din sud (Thunnus maccoyii), proaspeti sau refrigerati, destinati fabricarii industriale a preparatelor si conservelor din peste"
03023690,"Toni rosii din sud (Thunnus maccoyii), proaspeti sau refrigerati (excl.destinati fabricarii industriale a preparatelor si conservelor din peste)"
03023920,"Toni, proaspeti sau refrigerati (excl.Toni albi/germon, Toni cu aripioare galbene, Pesti saritori/bonite cu abdomenul vargat, Toni grasi, Ton rosu de Atlantic/Pacific, Toni rosii din sud), pt.fabricarea industriala a preparatelor si conservelor din pes"
03023980,"Toni, proaspeti/refrigerati,(excl.destinati fabricarii industriale a preparatelor si conservelor din peste,Toni albi/germon,Toni cu aripioare galbene,Pesti saritori/bonite cu abdomenul vargat,Toni grasi,Ton rosu de Atlantic/Pacific,Toni rosii din sud)"
03024100,"Heringi (Clupea harengus, Clupea pallasi), proaspeti sau refrigerati"
03024200,"Ansoa (Engraulis spp.),  proaspeti sau refrigerati"
03024310,"Sardine din specia Sardina pilchardus, proaspete sau refrigerate"
03024330,"Sardine din genul Sardinops; sardinele (Sardinella spp.), proaspete sau refrigerate"
03024390,"Sproturi (Sprattus sprattus), proaspete sau refrigerate"
03024400,"Scrumbii (Scomber scombrus, Scomber australasicus, Scomber japonicus), proaspete sau refrigerate"
03024510,"Stavrid de Atlantic (Trachurus trachurus), proaspat sau refrigerat"
03024530,"Stavrid chilian (Trachurus murphyi), proaspat sau refrigerat"
03024590,"Stavrizi, proaspeti sau refrigerati [excl.Stavrid de Atlantic (Trachurus trachurus), Stavrid chilian (Trachurus murphyi)]"
03024600,"Cobie (Rachycentron canadum), proaspata sau refrigerata"
03024700,"Peste-spada (Xiphias gladius), proaspat sau refrigerat"
03024911,"Ton mic (Euthynnus affinis), proaspat sau refrigerat, destinat fabricarii industriale a produselor de la pozitia 1604"
03024919,"Ton mic (Euthynnus affinis), proaspat sau refrigerat (excl.destinat fabricarii industriale a produselor de la pozitia 1604)"
03024990,"Specii de pesti din genurile: Rastrelliger, Scomberomorus, Caranx, Pampus, scrumbioara de Pacific, Decapterus, capelin, bonite, marlini, pesti calatori, peste-sabie, proaspeti sau refrigerati"
03025110,"Cod din specia Gadus morhua, proaspat sau refrigerat"
03025190,"Cod (Gadus ogac, Gadus macrocephalus), proaspat sau refrigerat"
03025200,"Eglefin (Melanogramnus aeglefinus), proaspat sau refrigerat"
03025300,"Cod negru (Pollachius virens), proaspat sau refrigerat"
03025411,"Pesti marini din specia Merluccius capensis sau Merluccius paradoxus, proaspeti sau refrigerati"
03025415,"Pesti marini din specia Merluccius australis, proaspeti sau refrigerati"
03025419,"Pesti marini din genul Merluccius, proaspeti sau refrigerati (excl.Merluccius capensis, Merluccius paradoxus, Merluccius australis)"
03025490,"Pesti marini din genul Urophycis, proaspeti sau refrigerati"
03025500,"Peste marin de Alaska (Theragra chalcogramma), proaspat sau refrigerat"
03025600,"Merlani albastri (Micromesistius poutassou, Micromesistius australis), proaspeti sau refrigerati"
03025910,"Pesti din specia Boreogadus saida, proaspeti sau refrigerati"
05119110,Deseuri de peste
03025940,"Mihalti-de-mare (Molva spp.), proaspeti sau refrigerati"
03025990,"Pesti din fam.Bregmacerotidae,Euclichthyidae,Gadidae,Macrouridae,Melanonidae,Merlucciidae,Moridae,Muraenolepididae,proaspeti sau refrigerati (excl.ficat,icre,lapti;Cod,Eglefin,Cod negru,Merluciu,Peste marin de Alaska,Merlani,Boreogadus saida,Polac,Mihalt"
03027100,"Tilapia (Oreochromis spp.), proaspeti sau refrigerati"
03027200,"Specii de Anarhicatide (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), proaspeti sau refrigerati"
03027300,"Crapi (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), proaspeti sau refrigerati"
03027400,"Anghile (Anguilla spp.), proaspete sau refrigerate"
03027900,"Bibani de Nil (Lates niloticus) si pesti cap-de-sarpe (Channa spp.), proaspeti sau refrigerati"
03028115,"Caini de mare (Squalus acanthias) si rechini pisica (Scyliorhinus spp.), prospeti sau refrigerati"
03028130,"Rechinul Scrumbiilor (Lamna nasus), proaspat sau refrigerat"
03028140,"Rechin albastru (Prionace glauca), proaspat sau refrigerat"
03028180,"Caini de mare si alte specii de rechini, proaspeti sau refrigerati [excl.Caini de mare (Squalus acanthias), Rechini pisica (Scyliorhinus spp.), Rechinul Scrumbiilor (Lamna nasus), Rechin albastru (Prionace glauca)]"
03028200,"Pisici si vulpi-de-mare (Rajidae), proaspete sau refrigerate"
03028300,"Toothfish (Dissostichus spp.), proaspeti sau refrigerati"
03028410,"Lupi de mare (Dicentrarchus labrax), proaspeti sau refrigerati"
03028490,"Lupi de mare (Dicentrarchus spp.), proaspeti sau refrigerati, (excl.Dicentrarchus labrax)"
